dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,Mmm,quarter,fiscal_year,district
21_3,2021-04-01,1178,19237074,1224,18540114,Apr,Q1,2021,Jangoan
14_1,2021-04-01,2784,51136932,2765,50954652,Apr,Q1,2021,Mahabubnagar
17_2,2021-04-01,5598,334373836,5929,381192543,Apr,Q1,2021,Sangareddy
23_2,2021-04-01,2864,45286859,3125,48886580,Apr,Q1,2021,Suryapet
14_2,2021-04-01,2143,24154048,2130,23717258,Apr,Q1,2021,Jogulamba Gadwal
14_5,2021-04-01,921,10540870,936,20859035,Apr,Q1,2021,Narayanpet
16_1,2021-04-01,4406,682848285,4595,682010609,Apr,Q1,2021,Hyderabad
19_1,2021-04-01,959,21996377,1056,16773745,Apr,Q1,2021,Adilabad
19_3,2021-04-01,1408,27409615,1469,27613236,Apr,Q1,2021,Mancherial
21_1,2021-04-01,4150,141041302,4372,140719627,Apr,Q1,2021,Hanumakonda
21_5,2021-04-01,1038,18044597,1094,14657501,Apr,Q1,2021,Mahabubabad
17_3,2021-04-01,3943,55329837,4448,63340986,Apr,Q1,2021,Siddipet
15_1,2021-04-01,21898,2018852163,22535,2083518088,Apr,Q1,2021,Rangareddy
20_1,2021-04-01,3059,74032962,3205,77657716,Apr,Q1,2021,Karimnagar
14_4,2021-04-01,1935,20806352,2006,21085087,Apr,Q1,2021,Wanaparthy
14_3,2021-04-01,2361,23353518,2493,25409508,Apr,Q1,2021,Nagarkurnool
21_6,2021-04-01,838,10806323,934,11297914,Apr,Q1,2021,Mulugu
20_4,2021-04-01,1487,37243838,1611,39987198,Apr,Q1,2021,Peddapalli
20_2,2021-04-01,1300,25835461,1301,25806876,Apr,Q1,2021,Jagtial
18_1,2021-04-01,4054,68844805,4121,66604950,Apr,Q1,2021,Nizamabad
23_1,2021-04-01,5901,96865061,5915,94722515,Apr,Q1,2021,Nalgonda
23_1,2021-05-01,1334,22656148,1274,20381319,May,Q1,2021,Nalgonda
21_3,2021-05-01,189,2806900,162,2385470,May,Q1,2021,Jangoan
19_4,2021-05-01,48,720178,46,723798,May,Q1,2021,Kumurambheem Asifabad
14_5,2021-05-01,220,13008376,224,2413041,May,Q1,2021,Narayanpet
20_2,2021-05-01,244,4743434,246,4568479,May,Q1,2021,Jagtial
22_2,2021-05-01,467,7491966,343,5194282,May,Q1,2021,Bhadradri Kothagudem
18_1,2021-05-01,1115,23028397,1132,21282193,May,Q1,2021,Nizamabad
23_3,2021-05-01,2039,38327504,1995,33281833,May,Q1,2021,Yadadri Bhuvanagiri
17_3,2021-05-01,1289,16026009,985,12804207,May,Q1,2021,Siddipet
22_1,2021-05-01,2072,51282739,1664,42575293,May,Q1,2021,Khammam
15_1,2021-05-01,4750,396668147,4619,407873854,May,Q1,2021,Rangareddy
17_2,2021-05-01,1761,111249215,2466,89184701,May,Q1,2021,Sangareddy
14_2,2021-05-01,423,5395294,475,5403462,May,Q1,2021,Jogulamba Gadwal
20_1,2021-05-01,893,27258144,598,15656499,May,Q1,2021,Karimnagar
15_2,2021-05-01,2885,252478745,3101,273491208,May,Q1,2021,Medchal_Malkajgiri
16_1,2021-05-01,1074,147110463,1038,131457662,May,Q1,2021,Hyderabad
21_1,2021-05-01,635,16859754,576,18688358,May,Q1,2021,Hanumakonda
20_4,2021-05-01,387,10313321,361,8984989,May,Q1,2021,Peddapalli
14_1,2021-05-01,652,18952470,718,18902087,May,Q1,2021,Mahabubnagar
18_2,2021-05-01,333,4934615,325,4392132,May,Q1,2021,Kamareddy
15_3,2021-05-01,353,6225242,332,5497733,May,Q1,2021,Vikarabad
19_3,2021-05-01,465,9010112,333,5774866,May,Q1,2021,Mancherial
19_2,2021-05-01,396,5294856,366,4615699,May,Q1,2021,Nirmal
14_3,2021-05-01,709,5954941,624,4996377,May,Q1,2021,Nagarkurnool
19_1,2021-05-01,284,5482999,239,5026531,May,Q1,2021,Adilabad
20_3,2021-05-01,142,1487250,153,1638261,May,Q1,2021,Rajanna Sircilla
23_2,2021-05-01,1083,21806323,978,16786860,May,Q1,2021,Suryapet
21_2,2021-05-01,250,3914733,215,3279027,May,Q1,2021,Warangal
14_4,2021-05-01,233,3717639,287,3711965,May,Q1,2021,Wanaparthy
21_5,2021-05-01,366,5058509,297,4463020,May,Q1,2021,Mahabubabad
17_1,2021-05-01,258,6853638,236,5672243,May,Q1,2021,Medak
21_6,2021-05-01,161,2048729,94,1263297,May,Q1,2021,Mulugu
19_1,2021-06-01,1088,17827544,2045,18942852,Jun,Q1,2021,Adilabad
15_3,2021-06-01,1140,19334338,1188,21226533,Jun,Q1,2021,Vikarabad
21_5,2021-06-01,693,11010800,912,15853933,Jun,Q1,2021,Mahabubabad
20_2,2021-06-01,1185,25505798,1309,27480640,Jun,Q1,2021,Jagtial
23_2,2021-06-01,2777,45943674,3339,55359358,Jun,Q1,2021,Suryapet
19_2,2021-06-01,1115,14269120,1194,15483510,Jun,Q1,2021,Nirmal
14_2,2021-06-01,1664,20198618,1712,21039131,Jun,Q1,2021,Jogulamba Gadwal
15_1,2021-06-01,18333,2077594946,20683,2221325990,Jun,Q1,2021,Rangareddy
21_6,2021-06-01,563,7522650,587,7432563,Jun,Q1,2021,Mulugu
21_1,2021-06-01,3600,163961756,4244,172634527,Jun,Q1,2021,Hanumakonda
20_4,2021-06-01,1274,33853944,1480,38808666,Jun,Q1,2021,Peddapalli
17_2,2021-06-01,5522,365428582,5912,429095813,Jun,Q1,2021,Sangareddy
14_4,2021-06-01,1656,19264341,1760,19135225,Jun,Q1,2021,Wanaparthy
20_1,2021-06-01,2758,66862041,3051,72910750,Jun,Q1,2021,Karimnagar
17_1,2021-06-01,836,25002516,984,26019782,Jun,Q1,2021,Medak
23_3,2021-06-01,4484,62799321,4877,69270361,Jun,Q1,2021,Yadadri Bhuvanagiri
19_4,2021-06-01,159,2423000,173,2646000,Jun,Q1,2021,Kumurambheem Asifabad
22_2,2021-06-01,514,14130043,647,15830461,Jun,Q1,2021,Bhadradri Kothagudem
21_2,2021-06-01,642,11696358,694,12260434,Jun,Q1,2021,Warangal
14_5,2021-06-01,773,9847223,807,20747984,Jun,Q1,2021,Narayanpet
20_3,2021-06-01,1924,21477044,2047,22282195,Jun,Q1,2021,Rajanna Sircilla
17_3,2021-06-01,2606,36753643,2941,38608750,Jun,Q1,2021,Siddipet
19_3,2021-06-01,749,13915625,1110,23605893,Jun,Q1,2021,Mancherial
18_1,2021-06-01,4124,74337430,5103,81996371,Jun,Q1,2021,Nizamabad
21_3,2021-06-01,920,16105494,1033,18038464,Jun,Q1,2021,Jangoan
15_2,2021-06-01,12698,1212507633,13960,1296136572,Jun,Q1,2021,Medchal_Malkajgiri
22_1,2021-06-01,4310,115630066,4964,125990133,Jun,Q1,2021,Khammam
23_1,2021-06-01,4721,79515393,5143,83238729,Jun,Q1,2021,Nalgonda
14_1,2021-06-01,2509,59654363,2583,81201988,Jun,Q1,2021,Mahabubnagar
14_3,2021-06-01,2104,22910805,2237,22144487,Jun,Q1,2021,Nagarkurnool
16_1,2021-06-01,4210,674274892,4776,762319760,Jun,Q1,2021,Hyderabad
18_2,2021-06-01,1940,26525454,2169,29840275,Jun,Q1,2021,Kamareddy
15_3,2021-07-01,1524,32843979,1646,32820156,Jul,Q2,2021,Vikarabad
21_1,2021-07-01,5000,205332602,5632,204547161,Jul,Q2,2021,Hanumakonda
20_3,2021-07-01,1837,25197803,1846,25639313,Jul,Q2,2021,Rajanna Sircilla
17_1,2021-07-01,938,26412445,1009,48418709,Jul,Q2,2021,Medak
20_4,2021-07-01,1771,46881606,2002,47390191,Jul,Q2,2021,Peddapalli
17_2,2021-07-01,6496,590248802,7688,668815328,Jul,Q2,2021,Sangareddy
15_2,2021-07-01,17250,1974813893,18317,1974476551,Jul,Q2,2021,Medchal_Malkajgiri
15_1,2021-07-01,25965,3702422339,28135,3912082631,Jul,Q2,2021,Rangareddy
23_2,2021-07-01,3969,80718337,4042,76322991,Jul,Q2,2021,Suryapet
14_2,2021-07-01,1749,26128675,1816,24517437,Jul,Q2,2021,Jogulamba Gadwal
20_2,2021-07-01,1697,39225545,1789,39518482,Jul,Q2,2021,Jagtial
16_1,2021-07-01,6252,1189609992,6891,1274721234,Jul,Q2,2021,Hyderabad
21_5,2021-07-01,1445,30124782,1826,31574314,Jul,Q2,2021,Mahabubabad
22_2,2021-07-01,730,22337496,831,23630913,Jul,Q2,2021,Bhadradri Kothagudem
14_1,2021-07-01,2997,103057135,3165,83807604,Jul,Q2,2021,Mahabubnagar
14_4,2021-07-01,1805,23088238,1913,22886646,Jul,Q2,2021,Wanaparthy
21_2,2021-07-01,773,15157231,861,15276247,Jul,Q2,2021,Warangal
19_3,2021-07-01,1430,35496990,1490,33985799,Jul,Q2,2021,Mancherial
22_1,2021-07-01,5374,167129346,5680,166873837,Jul,Q2,2021,Khammam
19_1,2021-07-01,954,24147947,1557,23725423,Jul,Q2,2021,Adilabad
18_1,2021-07-01,4979,109687322,5839,113775408,Jul,Q2,2021,Nizamabad
23_3,2021-07-01,6733,147871036,7041,150448956,Jul,Q2,2021,Yadadri Bhuvanagiri
18_2,2021-07-01,2315,42131544,2484,41047678,Jul,Q2,2021,Kamareddy
20_1,2021-07-01,3489,96441709,3621,96311428,Jul,Q2,2021,Karimnagar
21_3,2021-07-01,1072,19283392,1082,19257115,Jul,Q2,2021,Jangoan
17_3,2021-07-01,3780,59350115,3810,61291921,Jul,Q2,2021,Siddipet
14_5,2021-07-01,834,22507198,915,12356449,Jul,Q2,2021,Narayanpet
21_6,2021-07-01,705,9359180,763,9544185,Jul,Q2,2021,Mulugu
14_3,2021-07-01,2352,30641439,2470,32201673,Jul,Q2,2021,Nagarkurnool
19_2,2021-07-01,1181,18777018,1279,20041816,Jul,Q2,2021,Nirmal
19_4,2021-07-01,248,3471375,258,3493455,Jul,Q2,2021,Kumurambheem Asifabad
23_1,2021-07-01,6327,135986699,6743,148708243,Jul,Q2,2021,Nalgonda
23_2,2021-08-01,3061,80529989,3149,78220990,Aug,Q2,2021,Suryapet
20_1,2021-08-01,2717,97171177,2884,102690146,Aug,Q2,2021,Karimnagar
23_3,2021-08-01,4831,163372028,5179,165699671,Aug,Q2,2021,Yadadri Bhuvanagiri
14_3,2021-08-01,1879,32000265,1982,31374981,Aug,Q2,2021,Nagarkurnool
22_1,2021-08-01,4162,163737361,4307,161366554,Aug,Q2,2021,Khammam
20_4,2021-08-01,1252,49098127,1297,48473037,Aug,Q2,2021,Peddapalli
21_5,2021-08-01,1419,29554141,1431,29128733,Aug,Q2,2021,Mahabubabad
17_1,2021-08-01,696,26867814,721,26172990,Aug,Q2,2021,Medak
18_2,2021-08-01,1697,35489556,1827,34963355,Aug,Q2,2021,Kamareddy
21_2,2021-08-01,743,17734120,795,17942328,Aug,Q2,2021,Warangal
15_2,2021-08-01,12403,1492750152,13487,1516534407,Aug,Q2,2021,Medchal_Malkajgiri
19_4,2021-08-01,152,3689413,145,3539843,Aug,Q2,2021,Kumurambheem Asifabad
17_2,2021-08-01,5741,651691746,5845,575969565,Aug,Q2,2021,Sangareddy
14_2,2021-08-01,1218,19959853,1269,20241078,Aug,Q2,2021,Jogulamba Gadwal
23_1,2021-08-01,4721,136671501,4820,127952309,Aug,Q2,2021,Nalgonda
20_3,2021-08-01,1468,29893907,1461,29608047,Aug,Q2,2021,Rajanna Sircilla
18_1,2021-08-01,4356,117415214,4758,118814225,Aug,Q2,2021,Nizamabad
15_1,2021-08-01,18465,2571595770,20042,2680426002,Aug,Q2,2021,Rangareddy
14_5,2021-08-01,603,12875545,644,13511899,Aug,Q2,2021,Narayanpet
16_1,2021-08-01,4890,934405550,5266,882327191,Aug,Q2,2021,Hyderabad
20_2,2021-08-01,1440,39375784,1510,38376257,Aug,Q2,2021,Jagtial
17_3,2021-08-01,2618,46892825,2579,45848925,Aug,Q2,2021,Siddipet
14_4,2021-08-01,1314,23947508,1406,24354095,Aug,Q2,2021,Wanaparthy
14_1,2021-08-01,2411,66454883,2548,67040597,Aug,Q2,2021,Mahabubnagar
21_1,2021-08-01,4090,202169425,4613,209279113,Aug,Q2,2021,Hanumakonda
21_3,2021-08-01,861,19007378,894,18586944,Aug,Q2,2021,Jangoan
19_2,2021-08-01,918,18067136,946,18329133,Aug,Q2,2021,Nirmal
15_3,2021-08-01,1334,34284292,1898,55454411,Aug,Q2,2021,Vikarabad
21_6,2021-08-01,481,12810142,595,14457244,Aug,Q2,2021,Mulugu
19_1,2021-08-01,847,25608861,1014,28090487,Aug,Q2,2021,Adilabad
22_2,2021-08-01,955,22741421,984,21271566,Aug,Q2,2021,Bhadradri Kothagudem
19_3,2021-08-01,1840,35877229,2068,34150458,Aug,Q2,2021,Mancherial
23_2,2021-10-01,2427,72909289,2589,70342678,Oct,Q3,2021,Suryapet
15_3,2021-10-01,1393,39568722,1273,32828538,Oct,Q3,2021,Vikarabad
15_2,2021-10-01,13212,1678856481,13894,1642644403,Oct,Q3,2021,Medchal_Malkajgiri
20_4,2021-10-01,1091,43566119,1172,41833639,Oct,Q3,2021,Peddapalli
23_3,2021-10-01,4395,166735167,4650,167608146,Oct,Q3,2021,Yadadri Bhuvanagiri
14_1,2021-10-01,2700,79052206,2816,82062938,Oct,Q3,2021,Mahabubnagar
21_1,2021-10-01,3492,214491909,3760,211963276,Oct,Q3,2021,Hanumakonda
20_3,2021-10-01,1188,21876822,1217,22346034,Oct,Q3,2021,Rajanna Sircilla
16_1,2021-10-01,4802,1067410975,5429,1089718097,Oct,Q3,2021,Hyderabad
18_2,2021-10-01,1587,35143474,1620,36337889,Oct,Q3,2021,Kamareddy
14_4,2021-10-01,1382,27753248,1416,27559323,Oct,Q3,2021,Wanaparthy
22_1,2021-10-01,4063,160562243,3964,148888680,Oct,Q3,2021,Khammam
21_5,2021-10-01,986,21226242,943,18441385,Oct,Q3,2021,Mahabubabad
14_3,2021-10-01,1999,42083801,2135,39644136,Oct,Q3,2021,Nagarkurnool
21_2,2021-10-01,725,15529770,725,15400161,Oct,Q3,2021,Warangal
19_2,2021-10-01,1855,37090378,1822,34275814,Oct,Q3,2021,Nirmal
19_3,2021-10-01,944,31341444,1084,36975415,Oct,Q3,2021,Mancherial
19_1,2021-10-01,1297,53133516,1351,53889596,Oct,Q3,2021,Adilabad
17_1,2021-10-01,811,26544033,859,29513478,Oct,Q3,2021,Medak
22_2,2021-10-01,724,22282163,892,24861508,Oct,Q3,2021,Bhadradri Kothagudem
14_5,2021-10-01,695,30798357,744,31681987,Oct,Q3,2021,Narayanpet
18_1,2021-10-01,4199,124524036,4368,130966758,Oct,Q3,2021,Nizamabad
17_2,2021-10-01,5494,573226514,5800,582851656,Oct,Q3,2021,Sangareddy
23_1,2021-10-01,4500,119963039,4525,115813911,Oct,Q3,2021,Nalgonda
17_3,2021-10-01,2780,52619514,3016,56222908,Oct,Q3,2021,Siddipet
14_2,2021-10-01,1397,24786547,1439,24145791,Oct,Q3,2021,Jogulamba Gadwal
20_2,2021-10-01,1463,49752658,1493,51568617,Oct,Q3,2021,Jagtial
19_4,2021-10-01,129,9019730,146,5409305,Oct,Q3,2021,Kumurambheem Asifabad
15_1,2021-10-01,19561,2689013140,20785,2695026933,Oct,Q3,2021,Rangareddy
21_3,2021-10-01,910,22237418,973,20877348,Oct,Q3,2021,Jangoan
21_6,2021-10-01,750,15757687,757,14385239,Oct,Q3,2021,Mulugu
20_1,2021-10-01,2815,110778010,2818,106623255,Oct,Q3,2021,Karimnagar
21_2,2021-11-01,541,12005752,560,12146441,Nov,Q3,2021,Warangal
18_2,2021-11-01,1532,34130107,1595,30866530,Nov,Q3,2021,Kamareddy
14_3,2021-11-01,2210,31996967,2193,38927199,Nov,Q3,2021,Nagarkurnool
16_1,2021-11-01,5114,1067020226,5672,1104141226,Nov,Q3,2021,Hyderabad
14_5,2021-11-01,735,13091576,746,12507056,Nov,Q3,2021,Narayanpet
14_2,2021-11-01,1329,21440970,1364,21543338,Nov,Q3,2021,Jogulamba Gadwal
20_1,2021-11-01,2386,100625337,2522,100137870,Nov,Q3,2021,Karimnagar
17_2,2021-11-01,5666,671048962,6226,698017526,Nov,Q3,2021,Sangareddy
21_3,2021-11-01,838,16587508,916,17645342,Nov,Q3,2021,Jangoan
21_1,2021-11-01,3144,174374187,3511,180127540,Nov,Q3,2021,Hanumakonda
23_2,2021-11-01,2256,65486984,2403,66807701,Nov,Q3,2021,Suryapet
19_1,2021-11-01,1038,27833366,1123,31049706,Nov,Q3,2021,Adilabad
17_3,2021-11-01,3140,66192075,3125,64726460,Nov,Q3,2021,Siddipet
23_1,2021-11-01,3837,104360769,3914,104877460,Nov,Q3,2021,Nalgonda
15_2,2021-11-01,14532,2115731374,15485,2101100602,Nov,Q3,2021,Medchal_Malkajgiri
20_4,2021-11-01,975,43242775,1005,45667490,Nov,Q3,2021,Peddapalli
22_2,2021-11-01,998,24688113,961,27893170,Nov,Q3,2021,Bhadradri Kothagudem
15_3,2021-11-01,1271,35073808,1203,34889988,Nov,Q3,2021,Vikarabad
19_2,2021-11-01,1240,26276603,1396,27483419,Nov,Q3,2021,Nirmal
21_5,2021-11-01,620,16547173,754,18720698,Nov,Q3,2021,Mahabubabad
14_4,2021-11-01,1287,27596461,1316,26624927,Nov,Q3,2021,Wanaparthy
22_1,2021-11-01,3540,158338406,3749,156684882,Nov,Q3,2021,Khammam
14_1,2021-11-01,2527,79043084,2610,76616047,Nov,Q3,2021,Mahabubnagar
15_1,2021-11-01,20712,3508006943,21708,3451237270,Nov,Q3,2021,Rangareddy
21_6,2021-11-01,525,9295369,574,9714305,Nov,Q3,2021,Mulugu
20_2,2021-11-01,1270,36626576,1354,36884199,Nov,Q3,2021,Jagtial
19_3,2021-11-01,1341,52011274,1394,49958633,Nov,Q3,2021,Mancherial
18_1,2021-11-01,4057,118192065,4335,113029788,Nov,Q3,2021,Nizamabad
19_4,2021-11-01,180,4439625,195,4769335,Nov,Q3,2021,Kumurambheem Asifabad
17_1,2021-11-01,827,26198223,883,68482520,Nov,Q3,2021,Medak
20_3,2021-11-01,1121,21606293,1144,21402553,Nov,Q3,2021,Rajanna Sircilla
23_3,2021-11-01,5347,219058139,5548,164236595,Nov,Q3,2021,Yadadri Bhuvanagiri
15_2,2021-12-01,17138,2212551723,17652,2183038596,Dec,Q3,2021,Medchal_Malkajgiri
22_1,2021-12-01,3856,163622183,3971,164356449,Dec,Q3,2021,Khammam
18_2,2021-12-01,1970,49249333,1984,48736391,Dec,Q3,2021,Kamareddy
17_3,2021-12-01,4030,121626897,3939,115877153,Dec,Q3,2021,Siddipet
17_2,2021-12-01,7192,880575591,7596,849615176,Dec,Q3,2021,Sangareddy
16_1,2021-12-01,6405,1318851223,6892,1281279530,Dec,Q3,2021,Hyderabad
23_1,2021-12-01,4643,119571114,4683,121657487,Dec,Q3,2021,Nalgonda
22_2,2021-12-01,698,30121238,762,31991198,Dec,Q3,2021,Bhadradri Kothagudem
19_4,2021-12-01,277,9699955,255,9090440,Dec,Q3,2021,Kumurambheem Asifabad
21_6,2021-12-01,1045,22083926,1046,21728281,Dec,Q3,2021,Mulugu
14_4,2021-12-01,1476,32867349,1493,33258428,Dec,Q3,2021,Wanaparthy
14_1,2021-12-01,3192,103687749,3287,110176889,Dec,Q3,2021,Mahabubnagar
21_5,2021-12-01,961,25713764,986,25846134,Dec,Q3,2021,Mahabubabad
23_2,2021-12-01,2895,80479329,3235,86968393,Dec,Q3,2021,Suryapet
21_1,2021-12-01,4299,218032538,4732,216151574,Dec,Q3,2021,Hanumakonda
20_3,2021-12-01,1982,36218391,1954,37787786,Dec,Q3,2021,Rajanna Sircilla
14_2,2021-12-01,1585,28565560,1670,28797342,Dec,Q3,2021,Jogulamba Gadwal
15_3,2021-12-01,1699,48997569,1590,48179813,Dec,Q3,2021,Vikarabad
19_2,2021-12-01,1873,40547506,1847,41350121,Dec,Q3,2021,Nirmal
21_3,2021-12-01,1169,27514562,1142,26379563,Dec,Q3,2021,Jangoan
20_2,2021-12-01,1724,50518882,1707,48460675,Dec,Q3,2021,Jagtial
15_1,2021-12-01,23804,3615678359,24783,3637276396,Dec,Q3,2021,Rangareddy
20_4,2021-12-01,1361,55446849,1379,53328909,Dec,Q3,2021,Peddapalli
14_5,2021-12-01,837,31344341,857,31847116,Dec,Q3,2021,Narayanpet
14_3,2021-12-01,3089,52192716,3219,47202507,Dec,Q3,2021,Nagarkurnool
18_1,2021-12-01,4755,131511775,4988,130736443,Dec,Q3,2021,Nizamabad
23_3,2021-12-01,5929,153961808,6095,153765224,Dec,Q3,2021,Yadadri Bhuvanagiri
20_1,2021-12-01,3131,119363831,3305,125751257,Dec,Q3,2021,Karimnagar
19_1,2021-12-01,1485,40220723,1535,38525942,Dec,Q3,2021,Adilabad
21_2,2021-12-01,648,15184534,707,16336369,Dec,Q3,2021,Warangal
17_1,2021-12-01,1101,104759473,1037,83598913,Dec,Q3,2021,Medak
19_3,2021-12-01,1972,51517883,1947,51652128,Dec,Q3,2021,Mancherial
21_1,2022-01-01,4562,232096344,5460,264045590,Jan,Q4,2021,Hanumakonda
15_2,2022-01-01,15706,2169471006,17268,2665104212,Jan,Q4,2021,Medchal_Malkajgiri
18_1,2022-01-01,4977,140585453,5888,161862023,Jan,Q4,2021,Nizamabad
22_1,2022-01-01,4395,194046973,5230,218422134,Jan,Q4,2021,Khammam
14_4,2022-01-01,2338,50976287,2465,52110450,Jan,Q4,2021,Wanaparthy
14_2,2022-01-01,2215,41168334,2307,41604911,Jan,Q4,2021,Jogulamba Gadwal
23_1,2022-01-01,4902,121215791,5928,153618985,Jan,Q4,2021,Nalgonda
23_3,2022-01-01,7001,192510226,7652,200414542,Jan,Q4,2021,Yadadri Bhuvanagiri
14_3,2022-01-01,2877,50275984,3197,55146270,Jan,Q4,2021,Nagarkurnool
17_3,2022-01-01,3888,82190825,4578,105300788,Jan,Q4,2021,Siddipet
15_3,2022-01-01,1896,50425061,2092,56742389,Jan,Q4,2021,Vikarabad
22_2,2022-01-01,1068,32400076,1314,31103873,Jan,Q4,2021,Bhadradri Kothagudem
19_4,2022-01-01,393,10153318,402,10057788,Jan,Q4,2021,Kumurambheem Asifabad
23_2,2022-01-01,3327,93400275,3828,106625284,Jan,Q4,2021,Suryapet
19_2,2022-01-01,1819,42181883,1997,42101890,Jan,Q4,2021,Nirmal
16_1,2022-01-01,6399,1441794229,7064,1505730143,Jan,Q4,2021,Hyderabad
20_4,2022-01-01,1304,72953110,1390,75302675,Jan,Q4,2021,Peddapalli
17_1,2022-01-01,945,33058649,1230,58770482,Jan,Q4,2021,Medak
19_1,2022-01-01,912,34039364,1106,42235839,Jan,Q4,2021,Adilabad
15_1,2022-01-01,24420,4073496212,27045,4294273078,Jan,Q4,2021,Rangareddy
18_2,2022-01-01,1915,40479027,2233,47730961,Jan,Q4,2021,Kamareddy
14_1,2022-01-01,3788,118531201,3941,129427844,Jan,Q4,2021,Mahabubnagar
17_2,2022-01-01,6788,686612911,7613,747976314,Jan,Q4,2021,Sangareddy
21_2,2022-01-01,1169,32057800,1182,29632083,Jan,Q4,2021,Warangal
21_6,2022-01-01,1107,24526478,1159,24606912,Jan,Q4,2021,Mulugu
21_3,2022-01-01,1396,34236444,1753,44214497,Jan,Q4,2021,Jangoan
19_3,2022-01-01,2648,67554192,2991,72899647,Jan,Q4,2021,Mancherial
14_5,2022-01-01,1059,22639595,1166,25929441,Jan,Q4,2021,Narayanpet
20_2,2022-01-01,2003,66055855,2282,73044624,Jan,Q4,2021,Jagtial
21_5,2022-01-01,1397,34297858,1837,39541151,Jan,Q4,2021,Mahabubabad
20_3,2022-01-01,1970,42329849,2241,47503534,Jan,Q4,2021,Rajanna Sircilla
20_1,2022-01-01,3637,145167467,3674,137772320,Jan,Q4,2021,Karimnagar
21_2,2022-02-01,527,12515224,578,13525775,Feb,Q4,2021,Warangal
21_3,2022-02-01,1536,39745172,1390,34906794,Feb,Q4,2021,Jangoan
21_5,2022-02-01,1212,27972547,1172,28325138,Feb,Q4,2021,Mahabubabad
21_6,2022-02-01,685,7616197,724,10465247,Feb,Q4,2021,Mulugu
22_1,2022-02-01,3795,165983684,3614,140770913,Feb,Q4,2021,Khammam
19_1,2022-02-01,1012,36168146,994,29696344,Feb,Q4,2021,Adilabad
15_2,2022-02-01,13665,1776413066,14032,1672580822,Feb,Q4,2021,Medchal_Malkajgiri
16_1,2022-02-01,4957,1019440778,5451,975133672,Feb,Q4,2021,Hyderabad
20_2,2022-02-01,1556,46134368,1445,39661362,Feb,Q4,2021,Jagtial
15_1,2022-02-01,19924,3651414062,20412,3255572073,Feb,Q4,2021,Rangareddy
19_4,2022-02-01,176,4595920,194,4968575,Feb,Q4,2021,Kumurambheem Asifabad
17_1,2022-02-01,1056,65699784,988,50614845,Feb,Q4,2021,Medak
14_5,2022-02-01,696,15145845,695,14253893,Feb,Q4,2021,Narayanpet
23_2,2022-02-01,2880,86450101,2596,79605540,Feb,Q4,2021,Suryapet
23_3,2022-02-01,5370,161878005,5376,156411004,Feb,Q4,2021,Yadadri Bhuvanagiri
17_2,2022-02-01,6497,710409599,6523,695995363,Feb,Q4,2021,Sangareddy
20_3,2022-02-01,1583,37596254,1520,31933233,Feb,Q4,2021,Rajanna Sircilla
15_3,2022-02-01,1278,39164928,1260,33263794,Feb,Q4,2021,Vikarabad
19_3,2022-02-01,1947,58674988,1879,54350793,Feb,Q4,2021,Mancherial
17_3,2022-02-01,3339,91021281,3142,93806277,Feb,Q4,2021,Siddipet
14_4,2022-02-01,1576,31646259,1641,31026244,Feb,Q4,2021,Wanaparthy
19_2,2022-02-01,1345,28738636,1553,38670276,Feb,Q4,2021,Nirmal
21_1,2022-02-01,4261,237596797,4122,201110125,Feb,Q4,2021,Hanumakonda
18_2,2022-02-01,1717,41139915,1667,36301798,Feb,Q4,2021,Kamareddy
14_1,2022-02-01,2841,102687336,2931,88469993,Feb,Q4,2021,Mahabubnagar
14_3,2022-02-01,1894,35847907,1869,32213565,Feb,Q4,2021,Nagarkurnool
23_1,2022-02-01,4724,136999151,4196,105561293,Feb,Q4,2021,Nalgonda
14_2,2022-02-01,1258,24239635,1301,23196859,Feb,Q4,2021,Jogulamba Gadwal
20_1,2022-02-01,2333,86873097,2596,98810495,Feb,Q4,2021,Karimnagar
22_2,2022-02-01,956,22684755,1040,27266010,Feb,Q4,2021,Bhadradri Kothagudem
20_4,2022-02-01,814,38336268,891,40357221,Feb,Q4,2021,Peddapalli
18_1,2022-02-01,4032,117127388,3664,97950435,Feb,Q4,2021,Nizamabad
21_3,2022-03-01,1687,43125792,1725,40827202,Mar,Q4,2021,Jangoan
15_3,2022-03-01,1664,49549636,1691,49760528,Mar,Q4,2021,Vikarabad
23_2,2022-03-01,3199,104303613,3622,106924561,Mar,Q4,2021,Suryapet
21_5,2022-03-01,1548,37974048,1635,37841324,Mar,Q4,2021,Mahabubabad
23_1,2022-03-01,5272,142261728,5431,144746643,Mar,Q4,2021,Nalgonda
19_2,2022-03-01,1705,46737242,1544,35149635,Mar,Q4,2021,Nirmal
16_1,2022-03-01,5768,1169123561,6445,1204838825,Mar,Q4,2021,Hyderabad
17_2,2022-03-01,7009,769519359,7907,803722274,Mar,Q4,2021,Sangareddy
21_2,2022-03-01,976,22753979,1064,23660304,Mar,Q4,2021,Warangal
19_3,2022-03-01,2020,54835460,2082,53289363,Mar,Q4,2021,Mancherial
22_1,2022-03-01,4049,183935849,4326,192511527,Mar,Q4,2021,Khammam
18_1,2022-03-01,4403,125802861,4665,128191400,Mar,Q4,2021,Nizamabad
17_1,2022-03-01,1212,68223391,1262,65025105,Mar,Q4,2021,Medak
